_id,id,asset_id,location,alternative_name,type,location_details,url,address,geometry
1045,77,29478,High Park,High Park Lower Hillside Washroom,Washroom Building,Located on the pathway north of Maple Leaf Garden.,https://www.toronto.ca/data/parks/prd/facilities/complex/77/index.html,1873 Bloor St  W ,"c(-79.4670031795092, 43.6436731497638)"
1046,1470,29580,Morningside Park,Morningside Park West Parking Lot Washroom,Washroom Building,Located on the pathway between Picnic Site #8 and #9.,https://www.toronto.ca/data/parks/prd/facilities/complex/1470/index.html,390 Morningside Ave  ,"c(-79.2017151599002, 43.7776076073142)"
1047,705,13073,Trace Manes Park Community Centre,Trace Manes Park Community Centre Washroom ,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/705/index.html,110 Rumsey Rd  ,"c(-79.3673015036155, 43.7055891423772)"
1048,29,29656,Taylor Creek Park,Taylor Creek Park Washroom,Washroom Building,Located on the pathway east of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/29/index.html,260 Dawes Rd  ,"c(-79.2983925804113, 43.6966528577885)"
1049,904,5555,West Deane Park Outdoor Pool,West Deane Park Outdoor Pool Washroom ,Washroom Building,Located on the west side of the pool on the pathway from Sedgebrook Crescent.,https://www.toronto.ca/data/parks/prd/facilities/complex/904/index.html,19 Sedgebrook Cres  ,"c(-79.5618770984528, 43.6606794598954)"
1050,578,29309,Bridlewood Park,Bridlewood Park Washroom,Washroom Building,Located on the pathway between the playground and the baseball diamond.,https://www.toronto.ca/data/parks/prd/facilities/complex/578/index.html,445 Huntingwood Dr  ,"c(-79.3157145828496, 43.7833030863392)"
1051,557,29298,Blantyre Park,Blantyre Park Fieldhouse Washroom,Washroom Building,"Located next to the parking lot, west of the baseball diamond.",https://www.toronto.ca/data/parks/prd/facilities/complex/557/index.html,180 Fallingbrook Rd  ,"c(-79.2811366036474, 43.682287628248)"
1052,79,29524,Hillcrest Park,Hillcrest Park Washroom,Washroom Building,Located on the north side of the park next to the dog off-leash area and the community garden.,https://www.toronto.ca/data/parks/prd/facilities/complex/79/index.html,950 Davenport Rd  ,"c(-79.4240906909167, 43.6765898720809)"
1053,2288,29411,Fergy Brown Park,Fergy Brown Park Washroom ,Washroom Building,Located on the pathway south of the parking lot between the cricket pitches.,https://www.toronto.ca/data/parks/prd/facilities/complex/2288/index.html,3700 Eglinton Ave  W ,"c(-79.4970522502437, 43.6873223238806)"
1054,202,29276,Ashtonbee Reservoir Park,Ashtonbee Reservoir Park Washroom,Washroom Building,"Located next to Ashtonbee Road, between the sports fields and cricket pitch.",https://www.toronto.ca/data/parks/prd/facilities/complex/202/index.html,21 Ashtonbee Rd  ,"c(-79.2945351256208, 43.7296493565619)"
1055,733,29600,Prairie Drive Park,Prairie Drive Park Washroom ,Washroom Building,Located on the pathway between parking lot and the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/733/index.html,101 Pharmacy Ave  ,"c(-79.2839504882317, 43.6972280215161)"
1056,841,29405,Esther Lorrie Park,Esther Lorrie Fieldhouse Washroom,Washroom Building,"Located on the pathway west of the sports fields, next to the playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/841/index.html,50 Westhumber Blvd  ,"c(-79.5814915994806, 43.7279728726859)"
1057,699,13045,L'Amoreaux Tennis Centre,L'Amoreaux Tennis Centre Washroom,Washroom Building,Located in the tennis centre building.,https://www.toronto.ca/data/parks/prd/facilities/complex/699/index.html,300 Silver Springs Blvd  ,"c(-79.3050142225378, 43.8067119053552)"
1058,394,46103,Sunnyside Park,Sunnyside Park Pavillion East Washroom,Washroom Building,Located at the east end of the Sunnyside Pavilion on Martin Goodman Trail.,https://www.toronto.ca/data/parks/prd/facilities/complex/394/index.html,1755 Lake Shore Blvd  W ,"c(-79.4557298036927, 43.637878861655)"
1059,137,29277,Baird Park,Baird Park Washroom,Washroom Building,Located north of the bowling greens.,https://www.toronto.ca/data/parks/prd/facilities/complex/137/index.html,275 Keele St  ,"c(-79.4625446328684, 43.6622398364069)"
1060,11,30891,G. Ross Lord Park,G. Ross Lord Park Hidden Trail Washroom,Washroom Building,Located at the entrance of the park from Hidden Trail.,https://www.toronto.ca/data/parks/prd/facilities/complex/11/index.html,4801 Dufferin St  ,"c(-79.4554125116511, 43.7804781602159)"
1061,209,37108,Cherry Beach Clarke Beach Park,Cherry Beach Clarke Beach Park Washroom,Washroom Building,Located between the parking lot and the beach.,https://www.toronto.ca/data/parks/prd/facilities/complex/209/index.html,1 Cherry St  ,"c(-79.3442960261023, 43.6368881807278)"
1062,798,1674,Centennial Park - Etobicoke,Centennial Park Conservatory Washroom,Washroom Building,Located in the Conservatory.,https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html,256 Centennial Park Rd  ,"c(-79.5881941620389, 43.6494629870716)"
1063,508,5470,Weston Lions Park,Weston Lions Park Outdoor Pool Washroom ,Washroom Building,Located at the south end of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/508/index.html,2125 Lawrence Ave  W ,"c(-79.5184591369223, 43.6980915788503)"
1064,468,29376,Downsview Dells Park,Downsview Dells Park South Washroom ,Washroom Building,Located east of the second parking lot on the south side of the park road.,https://www.toronto.ca/data/parks/prd/facilities/complex/468/index.html,2515 Jane St  ,"c(-79.496002515187, 43.7354345006209)"
1065,686,29536,Iroquois Park,Iroquois Park Fieldhouse Washroom,Washroom Building,Located on the pathway between the tennis courts and the baseball diamond.,https://www.toronto.ca/data/parks/prd/facilities/complex/686/index.html,295 Chartland Blvd  S ,"c(-79.267979105879, 43.8033130589054)"
1066,2472,29547,L'Amoreaux North Park,L'Amoreaux North Park Fieldhouse Washroom,Washroom Building,Located on the pathway from the parking lot to the cricket pitch at the north end of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/2472/index.html,1900 Mcnicoll Ave  ,"c(-79.3044140681021, 43.8101178876245)"
1067,909,6157,Rotary Peace Park Outdoor Pool,Rotary Peace Park Outdoor Pool  Washroom,Washroom Building,Located on the west side of the outdoor pool near Eleventh Street.,https://www.toronto.ca/data/parks/prd/facilities/complex/909/index.html,25 Eleventh St  ,"c(-79.5076396153206, 43.5953150168297)"
1068,659,29453,Hendon Park,Hendon Park Tennis Clubhouse Washroom,Washroom Building,"Located on the pathway between the tennis courts, baseball diamond and playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/659/index.html,50 Hendon Ave  ,"c(-79.4213261559979, 43.7812691661652)"
1069,9,29401,Eglinton Flats,Eglinton Flats Northwest Sports Pavilion Washroom,Washroom Building,Located in the sports pavillion west of the sports fields.,https://www.toronto.ca/data/parks/prd/facilities/complex/9/index.html,101 Emmett Ave  ,"c(-79.5038472249809, 43.6856273484435)"
1070,437,5459,Donald D. Summerville Olympic Pools,Donald D. Summerville Olympic Outdoor Pool Washroom,Washroom Building,Entrance is located on the outside of the outdoor pool building on the south side of the building.,https://www.toronto.ca/data/parks/prd/facilities/complex/437/index.html,1867 Lake Shore Blvd  E ,"c(-79.3047149311288, 43.6649737705099)"
1071,2541,29442,Toronto Islands - Hanlan's Point Park,Toronto Islands - Hanlan's Point Tennis Court Washroom,Washroom Building,Located on the pathway south of the tennis courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/2541/index.html,9 Queens Quay  W ,"c(-79.391118600407, 43.6191420905938)"
1072,414,13388,Alex Duff Memorial Pool,Alex Duff Memorial Outdoor Pool Washroom,Washroom Building,Located in the outdoor pool building.,https://www.toronto.ca/data/parks/prd/facilities/complex/414/index.html,779 Crawford St   ,"c(-79.4219664382819, 43.6649269834036)"
1073,557,5932,Blantyre Park,Blantyre Park Outdoor Pool Washroom,Washroom Building,Located in the pool building south of the outdoor pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/557/index.html,180 Fallingbrook Rd  ,"c(-79.2806464847714, 43.683600585463)"
1074,394,46102,Sunnyside Park,Sunnyside Park Pavillion West Washroom,Washroom Building,Located at the west end of the Sunnyside Pavillion on the Martin Goodman Trail.,https://www.toronto.ca/data/parks/prd/facilities/complex/394/index.html,1755 Lake Shore Blvd  W ,"c(-79.4570473172435, 43.6378181998616)"
1075,2024,29685,Toronto Islands - Toronto Island Park,Toronto Islands - Toronto Island Park Avenue of the Islands Washroom,Washroom Building,Located on the south side of the pathway between the Centre Island ferry docks and Centreville. Near the east side of picnic area 13.,https://www.toronto.ca/data/parks/prd/facilities/complex/2024/index.html,9 Queens Quay  W ,"c(-79.3763099347587, 43.6202871312166)"
1076,870,75662,Summerlea Park,Summerlea Park North Parking Lot Washroom,Washroom Building,Located at the east end of the north parking lot near the park pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/870/index.html,2 Arcot Blvd  ,"c(-79.5498102763695, 43.7298981657662)"
1077,426,29416,George Webster Park,George Webster Park Washroom,Washroom Building,Located at the south end of the park next to the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/426/index.html,30 Chapman Ave  ,"c(-79.3004381010408, 43.7007069511891)"
1078,522,29265,Adams Park,Adams Park West Fieldhouse Washroom,Washroom Building,Located on the pathway west of the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/522/index.html,2 Rozell Rd  ,"c(-79.146872072719, 43.7921879337012)"
1079,576,29347,Corvette Park,Corvette Park Washroom,Washroom Building,Located on the grassy area behind the baseball diamond besdie Corvette Avenue.,https://www.toronto.ca/data/parks/prd/facilities/complex/576/index.html,40 Corvette Ave  ,"c(-79.2602019856236, 43.72658151193)"
1080,900,5472,Westgrove Park Outdoor Pool,Westgrove Park Outdoor Pool Washroom ,Washroom Building,Located at the north end of the pool near Redgrave Drive.,https://www.toronto.ca/data/parks/prd/facilities/complex/900/index.html,15 Redgrave Dr  ,"c(-79.568293728383, 43.6828218486637)"
1081,481,29589,Northwood Park,Northwood Park Washroom ,Washroom Building,"Located on the pathway 100 metres north of the parking lot, near Picnic Site #2.",https://www.toronto.ca/data/parks/prd/facilities/complex/481/index.html,140 Stilecroft Dr  ,"c(-79.4968696375471, 43.7476454658463)"
1082,87,28888,Dufferin Grove Park,Dufferin Grove Park Outdoor Rink Washroom,Washroom Building,Located on the west side of the outdoor ice rinks.,https://www.toronto.ca/data/parks/prd/facilities/complex/87/index.html,875 Dufferin St,"c(-79.4335870980524, 43.6570318420164)"
1083,1460,36488,East Don Parkland,East Don Parkland Washroom ,Washroom Building,Located next to the entrance to the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/1460/index.html,1240 Sheppard Ave E,"c(-79.3658310866884, 43.7720475450824)"
1084,514,29388,Earlscourt Park,Earlscourt Park Washroom,Washroom Building,Located in the building next to the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/514/index.html,1200 Lansdowne Ave  ,"c(-79.4515685373609, 43.6741532480424)"
1085,138,29566,Lytton Park,Lytton Park Tennis Clubhouse Washroom,Washroom Building,Located on a pathway at the south end of the tennis courts and next to the bowling greens.,https://www.toronto.ca/data/parks/prd/facilities/complex/138/index.html,200 Lytton Blvd  ,"c(-79.410750056488, 43.7153022567254)"
1086,337,5787,Earl Bales Park,Earl Bales Park Barry Zukerman Amphitheatre Washroom,Washroom Building,Located in the amphitheatre.,https://www.toronto.ca/data/parks/prd/facilities/complex/337/index.html,4169 Bathurst St  ,"c(-79.4327572670661, 43.7541282105335)"
1087,939,66883,Amos Waites Park,Amos Waites Park Washroom,Washroom Building,Located at the east end of the outdoor pool building.,https://www.toronto.ca/data/parks/prd/facilities/complex/939/index.html,2441 Lake Shore Blvd  W ,"c(-79.4877435052305, 43.6130248164467)"
1088,3499,36974,Corktown Common,Corktown Common Pavilion Washroom,Washroom Building,Located in the pavillion between the splash pad and the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/3499/index.html,155 Bayview Ave  ,"c(-79.3523281802742, 43.6534823768205)"
1089,1465,101876,Grand Avenue Park,Grand Avenue Park Bottle Filling Station,Bottle Filling Station,Located north of the playground and dog off-leash area along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1465/index.html,1 Grand Ave,"c(-79.4910486403, 43.6221248484883)"
1090,13,4,Adam Beck Community Centre,Adam Beck Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/13/index.html,79 Lawlor Ave,"c(-79.2888295379025, 43.6828461296087)"
1091,1431,79344,Grange Park,Grange Park North Washroom,Washroom Building,"Located at the south-end of the park on Grange Road, opposite University Settlement.",https://www.toronto.ca/data/parks/prd/facilities/complex/1431/index.html,26 Grange Rd  W,"c(-79.3913722274797, 43.652668846347)"
1092,2725,29695,Toronto Islands - Centre Island,Toronto Islands - Centre Island Washroom,Washroom Building,Located east of the maze.,https://www.toronto.ca/data/parks/prd/facilities/complex/2725/index.html,1 Centre Island Park,"c(-79.3758766815117, 43.6178166968591)"
1093,523,1608,Agincourt Recreation Centre,Agincourt Recreation Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/523/index.html,31 Glen Watford Dr,"c(-79.275981326026, 43.7881689004069)"
1094,893,13006,Albion Pool and Health Club,Albion Pool and Health Club Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/893/index.html,1485 Albion Rd,"c(-79.5809522702735, 43.7392963912281)"
1095,487,2045,Ancaster Community Centre,Ancaster Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/487/index.html,41 Ancaster Rd,"c(-79.4656450249342, 43.7325492347744)"
1096,503,46,Armour Heights Community Centre,Armour Heights Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/503/index.html,2140 Avenue Rd,"c(-79.4218516929441, 43.7393946673658)"
1097,511,13008,Banbury Community Centre,Banbury Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/511/index.html,120 Banbury Rd,"c(-79.3695142897733, 43.7428484904167)"
1098,1045,63,Barbara Frum Community Centre,Barbara Frum Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1045/index.html,20 Covington Rd,"c(-79.4321611302045, 43.720709351278)"
1099,289,105,Birkdale Community Centre,Birkdale Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/289/index.html,1299 Ellesmere Rd,"c(-79.2637642589749, 43.7682146974894)"
1100,591,1662,Burrows Hall Community Centre,Burrows Hall Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/591/index.html,1081 Progress Ave,"c(-79.2343053128214, 43.7941068400552)"
1101,350,2054,Carmine Stefano Community Centre,Carmine Stefano Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/350/index.html,3100 Weston Rd,"c(-79.5389650144579, 43.7338479307486)"
1102,486,2057,Chalkfarm Community Centre,Chalkfarm Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/486/index.html,180 Chalkfarm Dr,"c(-79.5115783819432, 43.7239709069814)"
1103,782,2061,Curran Hall,Curran Hall Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/782/index.html,277 Orton Park Rd,"c(-79.2108136476812, 43.7774369245624)"
1104,760,13020,Domenico Di Luca Community Recreation Centre,Domenico Di Luca Community Recreation Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/760/index.html,25 Stanley Rd,"c(-79.51583035806, 43.7424469415127)"
1105,567,1715,Douglas Snow Aquatic Centre,Douglas Snow Aquatic Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/567/index.html,5100 Yonge St,"c(-79.4146712229825, 43.7671972909494)"
1106,36,1720,Earl Beatty Community Centre,Earl Beatty Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/36/index.html,455 Glebeholme Blvd,"c(-79.3212902185213, 43.6862956867497)"
1107,436,1723,Edenbridge Centre,Edenbridge Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/436/index.html,235 Edenbridge Dr,"c(-79.5107976716868, 43.6775234480307)"
1108,428,1725,Edgehill House,Edgehill House Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/428/index.html,61 Edgehill Rd,"c(-79.516671707869, 43.6706791766758)"
1109,1463,2065,Edithvale Community Centre,Edithvale Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1463/index.html,131 Finch Ave W,"c(-79.4264217869361, 43.7769345342527)"
1110,750,1732,Elmbank Community Centre,Elmbank Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/750/index.html,10 Rampart Rd,"c(-79.5886723186875, 43.73476340819)"
1111,308,1740,Fairmount Park Community Centre,Fairmount Park Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/308/index.html,1725 Gerrard St E,"c(-79.3149268247021, 43.6767168368032)"
1112,642,13027,Gord and Irene Risk Community Centre,Gord and Irene Risk Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/642/index.html,2650 Finch Ave W,"c(-79.5664572538547, 43.7473904817197)"
1113,643,2076,Goulding Community Centre,Goulding Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/643/index.html,45 Goulding Ave,"c(-79.4221906806317, 43.790940039578)"
1114,647,14342,Grandravine Community Recreation Centre,Grandravine Community Recreation Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/647/index.html,23 Grandravine Dr,"c(-79.4902411841396, 43.7519115989417)"
1115,84,17168,Keele Community Centre,Keele Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/84/index.html,181 Glenlake Ave,"c(-79.461585882834, 43.6576819397045)"
1116,612,312,Lawrence Heights Community Centre,Lawrence Heights Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/675/index.html,5 Replin Rd,"c(-79.4420946696769, 43.7180585225694)"
1117,100,1867,Mary McCormick Recreation Centre,Mary McCormick Recreation Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/100/index.html,66 Sheridan Ave,"c(-79.4330814850738, 43.6474182768243)"
1118,1091,6294,New Toronto Seniors' Centre,New Toronto Seniors Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1091/index.html,105 Fourth St,"c(-79.5013746379129, 43.6011217821832)"
1119,703,771,Northwood Community Centre,Northwood Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/703/index.html,15 Clubhouse Crt,"c(-79.5000902961682, 43.7455036218999)"
1120,780,1892,Oakdale Community Centre,Oakdale Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/780/index.html,350 Grandravine Dr,"c(-79.5133387992257, 43.7477876243155)"
1121,793,13058,Ourland Community Centre,Ourland Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/793/index.html,18 Ourland Ave,"c(-79.5083548523712, 43.6150942019044)"
1122,744,2099,Roding Community Centre,Roding Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/744/index.html,600 Roding St.,"c(-79.4925660190235, 43.729197255408)"
1123,267,1943,S.H. Armstrong Community Centre,S.H. Armstrong Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/267/index.html,56 Woodfield Rd,"c(-79.3226332915121, 43.6658964961013)"
1124,325,13063,Secord Community Centre,Secord Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/325/index.html,91 Barrington Ave,"c(-79.30169512212, 43.6920819033131)"
1125,751,13064,Seneca Village Community Centre,Seneca Village Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/751/index.html,1700 Finch Ave E.,"c(-79.3513210490913, 43.7940328888969)"
1126,1873,14344,Stephen Leacock Seniors Community Centre,Stephen Leacock Seniors Community Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/1873/index.html,2520 Birchmount Rd,"c(-79.3025517112855, 43.7866782244303)"
1127,771,1075,Victoria Village Recreation Centre and Arena,Victoria Village Recreation Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/771/index.html,190 Bermondsey Rd,"c(-79.3155561391748, 43.7233048678808)"
1128,396,2108,West Acres Seniors Centre,West Acres Seniors Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/396/index.html,65 Hinton Rd,"c(-79.5719253886914, 43.7257233619441)"
1129,798,101975,Centennial Park - Etobicoke,Centennial Park Etobicoke Picnic Site 8 Washroom,Washroom Building,Located next to Picnic Site #8.,https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html,256 Centennial Park Rd,"c(-79.592096241913, 43.6487870930883)"
1130,798,101974,Centennial Park - Etobicoke,Centennial Park Etobicoke Picnic Site 1 Washroom,Washroom Building,"Located east of the parking lot off Elmcrest road, northeast of Picnic Site #1 and the playground.","""https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html """,256 Centennial Park Rd,"c(-79.5870201625807, 43.6489559389141)"
1131,798,101973,Centennial Park - Etobicoke,Centennial Park Etobicoke Picnic Site 6 Washroom,Washroom Building,Located next to Picnic Site #6.,"""https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html """,256 Centennial Park Rd,"c(-79.5901550101065, 43.6520569866)"
1132,143,97105,David A. Balfour Park,David A. Balfour Park Washroom Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located outside the washroom building north of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/143/index.html,75 Rosehill Ave,"c(-79.3876491725071, 43.6868239605879)"
1133,3730,95210,Joshua Glover Park,Joshua Glover Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",On the pathway next to playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/3730/index.html,25 Ackley Hts,"c(-79.5130845851404, 43.6606289854846)"
1134,3786,102962,150 Harrison Street Park,Harrison-Dovercourt Parkette Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located on the west side of the park near Dovercourt Road.,https://www.toronto.ca/data/parks/prd/facilities/complex/3786/index.html,150 Harrison St,"c(-79.4249753647982, 43.6504165650644)"
1135,1707,102259,Toronto Music Garden,Toronto Music Garden Prelude Drinking Fountain,Drinking Fountain,Located along the pathway in the Prelude west of the Courante.,https://www.toronto.ca/data/parks/prd/facilities/complex/1707/index.html,479 Queens Quay W,"c(-79.394958430329, 43.6367514627898)"
1136,421,2104,Stan  Wadlow Park,Stan Wadlow Park Washroom,Washroom Building,"Located on the north side of the Clubhouse, entrance from the outside.",https://www.toronto.ca/data/parks/prd/facilities/complex/421/index.html,888 Cosburn Ave,"c(-79.315043486276, 43.698371984257)"
1137,798,34993,Centennial Park - Etobicoke,Centennial Park Etobicoke Stadium Women's North Washroom,Washroom Building,Located on the west side of Centennial Park Stadium at the north end.,https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html,256 Centennial Park Rd,"c(-79.5853640076692, 43.6538022412428)"
1138,798,34992,Centennial Park - Etobicoke,Centennial Park Etobicoke Stadium Men's South Washroom,Washroom Building,Located on the west side of Centennial Park Stadium at the south end.,https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html,256 Centennial Park Rd,"c(-79.5851616115085, 43.6534163716965)"
1139,77,35368,High Park,High Park Sport Field Washroom,Washroom Building,"Entrance is located on the outside of the outdoor pool and ice rink building, east of the baseball diamond.",https://www.toronto.ca/data/parks/prd/facilities/complex/77/index.html,1873 Bloor St  W,"c(-79.4659165444676, 43.6495880588507)"
1140,823,500,Horner Avenue Seniors Centre,Horner Avenue Seniors Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/823/index.html,320 Horner Ave,"c(-79.5268163206711, 43.6062988970517)"
1141,897,1610,Alderwood Centre,Alderwood Centre Washroom,Washroom Building,Located in the Community Centre.,https://www.toronto.ca/data/parks/prd/facilities/complex/897/index.html,2 Orianna Dr,"c(-79.5471323498343, 43.6017032823988)"
1142,470,103205,Brookfield Parkette,Brookfield Parkette Drinking Fountain,Drinking Fountain,Located at the northeast corner of the parkette.,https://www.toronto.ca/data/parks/prd/facilities/complex/470/index.html,27 Brookfield Rd,"c(-79.4005922240525, 43.7412473108769)"
1143,2597,103206,Ethennonnhawahstihnen Park,Ethennonnhawahstihnen Park Bottle Filling Station,Bottle Filling Station,Located east of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2597/index.html,80 Mcmahon Dr  E,"c(-79.3725111704573, 43.7673263304908)"
1144,2713,103207,Dallington Park,Dallington Park Playground Bottle Filling Station,Bottle Filling Station,Located south of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2713/index.html,32 Glentworth Rd,"c(-79.3547746754632, 43.7759958120392)"
1145,2584,103208,Sandover Park,Sandover Park Drinking Fountain,Drinking Fountain,Located east of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2584/index.html,10 Sandover Dr,"c(-79.3343506361478, 43.7610055080548)"
1146,573,103209,White Haven Park,White Haven Park Playground Bottle Filling Station,Bottle Filling Station,Located east of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/573/index.html,63 Invergordon Ave,"c(-79.2502404368308, 43.7868287182967)"
1147,2459,103210,Muir Park,Muir Park Playground Drinking Fountain,Drinking Fountain,Located south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2459/index.html,66 Martindale Rd,"c(-79.2283644419073, 43.7346123234669)"
1148,4,103211,Colonel Danforth Park,Colonel Danforth Park Drinking Fountain,Drinking Fountain,Located on the outside of the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/4/index.html,73 Colonel Danforth Trl,"c(-79.1648661626643, 43.7771740318107)"
1149,619,103212,Lynngate Park,Lynngate Park Baseball Diamond Drinking Fountain,Drinking Fountain,Located between the baseball diamond and the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/619/index.html,133 Cass Ave,"c(-79.2999756009988, 43.7767721402758)"
1150,792,103213,Neilson Park - Scarborough,Neilson Park - Scarborough Drinking Fountain,Drinking Fountain,Located on the outside of the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/792/index.html,1555 Neilson Rd,"c(-79.2244848780684, 43.8136691611851)"
1151,490,103214,Elie Wiesel Park,Elie Wiesel Park Bottle Filling Station,Bottle Filling Station,Located on the south side of the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/490/index.html,30 Palm Dr,"c(-79.4376361982622, 43.7460482653757)"
1152,1480,103283,Birunthan Park,Birunthan Park Basketball Court Bottle Filling Station,Bottle Filling Station,Located east of the basketball courts along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1480/index.html,31 Dragonfly Cres,"c(-79.2255964919701, 43.8220212707528)"
